# r numerical_f exact_f
0.407401 0.271075 0.271076
0.407457 0.271097 0.271098
0.407514 0.271119 0.27112
0.40757 0.271141 0.271142
0.407626 0.271163 0.271164
0.407682 0.271185 0.271186
0.407738 0.271207 0.271208
0.407794 0.27123 0.27123
0.40785 0.271252 0.271252
0.407907 0.271274 0.271275
0.407963 0.271296 0.271297
0.408019 0.271318 0.271319
0.408075 0.27134 0.271341
0.408131 0.271362 0.271363
0.408187 0.271384 0.271385
0.408244 0.271406 0.271407
0.4083 0.271428 0.271429
0.408356 0.271451 0.271451
0.408412 0.271473 0.271473
0.408468 0.271495 0.271496
0.408524 0.271517 0.271518
0.408581 0.271539 0.27154
0.408637 0.271561 0.271562
0.408693 0.271583 0.271584
0.408749 0.271605 0.271606
0.408805 0.271627 0.271628
0.408861 0.271649 0.27165
0.408918 0.271671 0.271672
0.408974 0.271693 0.271694
0.40903 0.271715 0.271716
0.409086 0.271738 0.271738
0.409142 0.27176 0.27176
0.409199 0.271782 0.271782
0.409255 0.271804 0.271805
0.409311 0.271826 0.271827
0.409367 0.271848 0.271849
0.409423 0.27187 0.271871
0.40948 0.271892 0.271893
0.409536 0.271914 0.271915
0.409592 0.271936 0.271937
0.409648 0.271958 0.271959
0.409705 0.27198 0.271981
0.409761 0.272002 0.272003
0.409817 0.272024 0.272025
0.409873 0.272046 0.272047
0.409929 0.272068 0.272069
0.409986 0.27209 0.272091
0.410042 0.272112 0.272113
0.410098 0.272134 0.272135
0.410154 0.272156 0.272157
0.410211 0.272178 0.272179
0.410267 0.2722 0.272201
0.410323 0.272222 0.272223
0.410379 0.272244 0.272245
0.410436 0.272266 0.272267
0.410492 0.272288 0.272289
0.410548 0.27231 0.272311
0.410604 0.272332 0.272333
0.410661 0.272354 0.272355
0.410717 0.272376 0.272377
0.410773 0.272398 0.272399
0.410829 0.27242 0.272421
0.410886 0.272442 0.272443
0.410942 0.272464 0.272465
0.410998 0.272486 0.272487
0.411054 0.272508 0.272509
0.411111 0.27253 0.272531
0.411167 0.272552 0.272553
0.411223 0.272574 0.272575
0.41128 0.272596 0.272597
0.411336 0.272618 0.272619
0.411392 0.27264 0.272641
0.411448 0.272662 0.272663
0.411505 0.272684 0.272685
0.411561 0.272706 0.272707
0.411617 0.272728 0.272728
0.411674 0.27275 0.27275
0.41173 0.272772 0.272772
0.411786 0.272793 0.272794
0.411842 0.272815 0.272816
0.411899 0.272837 0.272838
0.411955 0.272859 0.27286
0.412011 0.272881 0.272882
0.412068 0.272903 0.272904
0.412124 0.272925 0.272926
0.41218 0.272947 0.272948
0.412237 0.272969 0.27297
0.412293 0.272991 0.272992
0.412349 0.273013 0.273014
0.412406 0.273035 0.273035
0.412462 0.273057 0.273057
0.412518 0.273078 0.273079
0.412575 0.2731 0.273101
0.412631 0.273122 0.273123
0.412687 0.273144 0.273145
0.412744 0.273166 0.273167
0.4128 0.273188 0.273189
0.412856 0.27321 0.273211
0.412913 0.273232 0.273233
0.412969 0.273254 0.273254
0.413025 0.273275 0.273276
0.413082 0.273297 0.273298
0.413138 0.273319 0.27332
0.413194 0.273341 0.273342
0.413251 0.273363 0.273364
0.413307 0.273385 0.273386
0.413363 0.273407 0.273408
0.41342 0.273429 0.273429
0.413476 0.27345 0.273451
0.413533 0.273472 0.273473
0.413589 0.273494 0.273495
0.413645 0.273516 0.273517
0.413702 0.273538 0.273539
0.413758 0.27356 0.273561
0.413814 0.273582 0.273582
0.413871 0.273603 0.273604
0.413927 0.273625 0.273626
0.413984 0.273647 0.273648
0.41404 0.273669 0.27367
0.414096 0.273691 0.273692
0.414153 0.273713 0.273714
0.414209 0.273734 0.273735
0.414265 0.273756 0.273757
0.414322 0.273778 0.273779
0.414378 0.2738 0.273801
0.414435 0.273822 0.273823
0.414491 0.273844 0.273844
0.414547 0.273865 0.273866
0.414604 0.273887 0.273888
0.41466 0.273909 0.27391
0.414717 0.273931 0.273932
0.414773 0.273953 0.273954
0.41483 0.273974 0.273975
0.414886 0.273996 0.273997
0.414942 0.274018 0.274019
0.414999 0.27404 0.274041
0.415055 0.274062 0.274063
0.415112 0.274083 0.274084
0.415168 0.274105 0.274106
0.415225 0.274127 0.274128
0.415281 0.274149 0.27415
0.415337 0.274171 0.274171
0.415394 0.274192 0.274193
0.41545 0.274214 0.274215
0.415507 0.274236 0.274237
0.415563 0.274258 0.274259
0.41562 0.274279 0.27428
0.415676 0.274301 0.274302
0.415732 0.274323 0.274324
0.415789 0.274345 0.274346
0.415845 0.274367 0.274367
0.415902 0.274388 0.274389
0.415958 0.27441 0.274411
0.416015 0.274432 0.274433
0.416071 0.274454 0.274454
0.416128 0.274475 0.274476
0.416184 0.274497 0.274498
0.416241 0.274519 0.27452
0.416297 0.274541 0.274541
0.416354 0.274562 0.274563
0.41641 0.274584 0.274585
0.416467 0.274606 0.274607
0.416523 0.274627 0.274628
0.41658 0.274649 0.27465
0.416636 0.274671 0.274672
0.416692 0.274693 0.274694
0.416749 0.274714 0.274715
0.416805 0.274736 0.274737
0.416862 0.274758 0.274759
0.416918 0.27478 0.27478
0.416975 0.274801 0.274802
0.417031 0.274823 0.274824
0.417088 0.274845 0.274846
0.417144 0.274866 0.274867
0.417201 0.274888 0.274889
0.417257 0.27491 0.274911
0.417314 0.274931 0.274932
0.417371 0.274953 0.274954
0.417427 0.274975 0.274976
0.417484 0.274997 0.274997
0.41754 0.275018 0.275019
0.417597 0.27504 0.275041
0.417653 0.275062 0.275062
0.41771 0.275083 0.275084
0.417766 0.275105 0.275106
0.417823 0.275127 0.275127
0.417879 0.275148 0.275149
0.417936 0.27517 0.275171
0.417992 0.275192 0.275192
0.418049 0.275213 0.275214
0.418105 0.275235 0.275236
0.418162 0.275257 0.275257
0.418218 0.275278 0.275279
0.418275 0.2753 0.275301
0.418332 0.275322 0.275322
0.418388 0.275343 0.275344
0.418445 0.275365 0.275366
0.418501 0.275386 0.275387
0.418558 0.275408 0.275409
0.418614 0.27543 0.275431
0.418671 0.275451 0.275452
0.418728 0.275473 0.275474
0.418784 0.275495 0.275496
0.418841 0.275516 0.275517
0.418897 0.275538 0.275539
0.418954 0.27556 0.27556
0.41901 0.275581 0.275582
0.419067 0.275603 0.275604
0.419124 0.275624 0.275625
0.41918 0.275646 0.275647
0.419237 0.275668 0.275668
0.419293 0.275689 0.27569
0.41935 0.275711 0.275712
0.419406 0.275732 0.275733
0.419463 0.275754 0.275755
0.41952 0.275776 0.275777
0.419576 0.275797 0.275798
0.419633 0.275819 0.27582
0.419689 0.27584 0.275841
0.419746 0.275862 0.275863
0.419803 0.275884 0.275884
0.419859 0.275905 0.275906
0.419916 0.275927 0.275928
0.419973 0.275948 0.275949
0.420029 0.27597 0.275971
0.420086 0.275991 0.275992
0.420142 0.276013 0.276014
0.420199 0.276035 0.276035
0.420256 0.276056 0.276057
0.420312 0.276078 0.276079
0.420369 0.276099 0.2761
0.420426 0.276121 0.276122
0.420482 0.276142 0.276143
0.420539 0.276164 0.276165
0.420595 0.276186 0.276186
0.420652 0.276207 0.276208
0.420709 0.276229 0.276229
0.420765 0.27625 0.276251
0.420822 0.276272 0.276273
0.420879 0.276293 0.276294
0.420935 0.276315 0.276316
0.420992 0.276336 0.276337
0.421049 0.276358 0.276359
0.421105 0.276379 0.27638
0.421162 0.276401 0.276402
0.421219 0.276422 0.276423
0.421275 0.276444 0.276445
0.421332 0.276465 0.276466
0.421389 0.276487 0.276488
0.421445 0.276508 0.276509
0.421502 0.27653 0.276531
0.421559 0.276552 0.276552
0.421615 0.276573 0.276574
0.421672 0.276595 0.276595
0.421729 0.276616 0.276617
0.421785 0.276638 0.276638
0.421842 0.276659 0.27666
0.421899 0.276681 0.276681
0.421955 0.276702 0.276703
0.422012 0.276723 0.276724
0.422069 0.276745 0.276746
0.422126 0.276766 0.276767
0.422182 0.276788 0.276789
0.422239 0.276809 0.27681
0.422296 0.276831 0.276832
0.422352 0.276852 0.276853
0.422409 0.276874 0.276875
0.422466 0.276895 0.276896
0.422523 0.276917 0.276918
0.422579 0.276938 0.276939
0.422636 0.27696 0.276961
0.422693 0.276981 0.276982
0.422749 0.277003 0.277004
0.422806 0.277024 0.277025
0.422863 0.277046 0.277046
0.42292 0.277067 0.277068
0.422976 0.277088 0.277089
0.423033 0.27711 0.277111
0.42309 0.277131 0.277132
0.423147 0.277153 0.277154
0.423203 0.277174 0.277175
0.42326 0.277196 0.277197
0.423317 0.277217 0.277218
0.423374 0.277238 0.277239
0.42343 0.27726 0.277261
0.423487 0.277281 0.277282
0.423544 0.277303 0.277304
0.423601 0.277324 0.277325
0.423657 0.277346 0.277346
0.423714 0.277367 0.277368
0.423771 0.277388 0.277389
0.423828 0.27741 0.277411
0.423884 0.277431 0.277432
0.423941 0.277453 0.277454
0.423998 0.277474 0.277475
0.424055 0.277495 0.277496
0.424111 0.277517 0.277518
0.424168 0.277538 0.277539
0.424225 0.27756 0.277561
0.424282 0.277581 0.277582
0.424339 0.277602 0.277603
0.424395 0.277624 0.277625
0.424452 0.277645 0.277646
0.424509 0.277667 0.277667
0.424566 0.277688 0.277689
0.424623 0.277709 0.27771
0.424679 0.277731 0.277732
0.424736 0.277752 0.277753
0.424793 0.277773 0.277774
0.42485 0.277795 0.277796
0.424907 0.277816 0.277817
0.424963 0.277837 0.277838
0.42502 0.277859 0.27786
0.425077 0.27788 0.277881
0.425134 0.277902 0.277902
0.425191 0.277923 0.277924
0.425247 0.277944 0.277945
0.425304 0.277966 0.277967
0.425361 0.277987 0.277988
0.425418 0.278008 0.278009
0.425475 0.27803 0.278031
0.425532 0.278051 0.278052
0.425588 0.278072 0.278073
0.425645 0.278094 0.278095
0.425702 0.278115 0.278116
0.425759 0.278136 0.278137
0.425816 0.278158 0.278159
0.425873 0.278179 0.27818
0.42593 0.2782 0.278201
0.425986 0.278222 0.278222
0.426043 0.278243 0.278244
0.4261 0.278264 0.278265
0.426157 0.278285 0.278286
0.426214 0.278307 0.278308
0.426271 0.278328 0.278329
0.426328 0.278349 0.27835
0.426384 0.278371 0.278372
0.426441 0.278392 0.278393
0.426498 0.278413 0.278414
0.426555 0.278435 0.278435
0.426612 0.278456 0.278457
0.426669 0.278477 0.278478
0.426726 0.278498 0.278499
0.426783 0.27852 0.278521
0.426839 0.278541 0.278542
0.426896 0.278562 0.278563
0.426953 0.278584 0.278584
0.42701 0.278605 0.278606
0.427067 0.278626 0.278627
0.427124 0.278647 0.278648
0.427181 0.278669 0.27867
0.427238 0.27869 0.278691
0.427295 0.278711 0.278712
0.427352 0.278732 0.278733
0.427408 0.278754 0.278755
0.427465 0.278775 0.278776
0.427522 0.278796 0.278797
0.427579 0.278817 0.278818
0.427636 0.278839 0.27884
0.427693 0.27886 0.278861
0.42775 0.278881 0.278882
0.427807 0.278902 0.278903
0.427864 0.278924 0.278924
0.427921 0.278945 0.278946
0.427978 0.278966 0.278967
0.428035 0.278987 0.278988
0.428092 0.279008 0.279009
0.428148 0.27903 0.279031
0.428205 0.279051 0.279052
0.428262 0.279072 0.279073
0.428319 0.279093 0.279094
0.428376 0.279115 0.279115
0.428433 0.279136 0.279137
0.42849 0.279157 0.279158
0.428547 0.279178 0.279179
0.428604 0.279199 0.2792
0.428661 0.279221 0.279222
0.428718 0.279242 0.279243
0.428775 0.279263 0.279264
0.428832 0.279284 0.279285
0.428889 0.279305 0.279306
0.428946 0.279327 0.279327
0.429003 0.279348 0.279349
0.42906 0.279369 0.27937
0.429117 0.27939 0.279391
0.429174 0.279411 0.279412
0.429231 0.279432 0.279433
0.429288 0.279454 0.279455
0.429345 0.279475 0.279476
0.429402 0.279496 0.279497
0.429459 0.279517 0.279518
0.429516 0.279538 0.279539
0.429573 0.279559 0.27956
0.42963 0.279581 0.279582
0.429687 0.279602 0.279603
0.429744 0.279623 0.279624
0.429801 0.279644 0.279645
0.429858 0.279665 0.279666
0.429915 0.279686 0.279687
0.429972 0.279707 0.279708
0.430029 0.279729 0.27973
0.430086 0.27975 0.279751
0.430143 0.279771 0.279772
0.4302 0.279792 0.279793
0.430257 0.279813 0.279814
0.430314 0.279834 0.279835
0.430371 0.279855 0.279856
0.430428 0.279877 0.279877
0.430485 0.279898 0.279899
0.430542 0.279919 0.27992
0.430599 0.27994 0.279941
0.430656 0.279961 0.279962
0.430713 0.279982 0.279983
0.43077 0.280003 0.280004
0.430827 0.280024 0.280025
0.430884 0.280045 0.280046
0.430941 0.280067 0.280067
0.430998 0.280088 0.280089
0.431055 0.280109 0.28011
0.431112 0.28013 0.280131
0.431169 0.280151 0.280152
0.431226 0.280172 0.280173
0.431284 0.280193 0.280194
0.431341 0.280214 0.280215
0.431398 0.280235 0.280236
0.431455 0.280256 0.280257
0.431512 0.280277 0.280278
0.431569 0.280298 0.280299
0.431626 0.28032 0.28032
0.431683 0.280341 0.280342
0.43174 0.280362 0.280363
0.431797 0.280383 0.280384
0.431854 0.280404 0.280405
0.431911 0.280425 0.280426
0.431968 0.280446 0.280447
0.432026 0.280467 0.280468
0.432083 0.280488 0.280489
0.43214 0.280509 0.28051
0.432197 0.28053 0.280531
0.432254 0.280551 0.280552
0.432311 0.280572 0.280573
0.432368 0.280593 0.280594
0.432425 0.280614 0.280615
0.432482 0.280635 0.280636
0.432539 0.280656 0.280657
0.432597 0.280677 0.280678
0.432654 0.280698 0.280699
0.432711 0.280719 0.28072
0.432768 0.28074 0.280741
0.432825 0.280761 0.280762
0.432882 0.280782 0.280783
0.432939 0.280803 0.280804
0.432996 0.280824 0.280825
0.433054 0.280845 0.280846
0.433111 0.280866 0.280867
0.433168 0.280887 0.280888
0.433225 0.280908 0.280909
0.433282 0.280929 0.28093
0.433339 0.28095 0.280951
0.433396 0.280971 0.280972
0.433454 0.280992 0.280993
0.433511 0.281013 0.281014
0.433568 0.281034 0.281035
0.433625 0.281055 0.281056
0.433682 0.281076 0.281077
0.433739 0.281097 0.281098
0.433797 0.281118 0.281119
0.433854 0.281139 0.28114
0.433911 0.28116 0.281161
0.433968 0.281181 0.281182
0.434025 0.281202 0.281203
0.434082 0.281223 0.281224
0.43414 0.281244 0.281245
0.434197 0.281265 0.281266
0.434254 0.281286 0.281287
0.434311 0.281307 0.281308
0.434368 0.281328 0.281329
0.434426 0.281349 0.28135
0.434483 0.28137 0.281371
0.43454 0.281391 0.281392
0.434597 0.281412 0.281413
0.434654 0.281433 0.281434
0.434711 0.281454 0.281455
0.434769 0.281475 0.281476
0.434826 0.281496 0.281496
0.434883 0.281516 0.281517
0.43494 0.281537 0.281538
0.434998 0.281558 0.281559
0.435055 0.281579 0.28158
0.435112 0.2816 0.281601
0.435169 0.281621 0.281622
0.435226 0.281642 0.281643
0.435284 0.281663 0.281664
0.435341 0.281684 0.281685
0.435398 0.281705 0.281706
0.435455 0.281726 0.281727
0.435513 0.281746 0.281747
0.43557 0.281767 0.281768
0.435627 0.281788 0.281789
0.435684 0.281809 0.28181
0.435742 0.28183 0.281831
0.435799 0.281851 0.281852
0.435856 0.281872 0.281873
0.435913 0.281893 0.281894
0.435971 0.281914 0.281915
0.436028 0.281935 0.281935
0.436085 0.281955 0.281956
0.436142 0.281976 0.281977
0.4362 0.281997 0.281998
0.436257 0.282018 0.282019
0.436314 0.282039 0.28204
0.436371 0.28206 0.282061
0.436429 0.282081 0.282082
0.436486 0.282101 0.282102
0.436543 0.282122 0.282123
0.4366 0.282143 0.282144
0.436658 0.282164 0.282165
0.436715 0.282185 0.282186
0.436772 0.282206 0.282207
0.43683 0.282227 0.282228
0.436887 0.282247 0.282248
0.436944 0.282268 0.282269
0.437001 0.282289 0.28229
0.437059 0.28231 0.282311
0.437116 0.282331 0.282332
0.437173 0.282352 0.282353
0.437231 0.282372 0.282373
0.437288 0.282393 0.282394
0.437345 0.282414 0.282415
0.437403 0.282435 0.282436
0.43746 0.282456 0.282457
0.437517 0.282477 0.282477
0.437575 0.282497 0.282498
0.437632 0.282518 0.282519
0.437689 0.282539 0.28254
0.437746 0.28256 0.282561
0.437804 0.282581 0.282582
0.437861 0.282601 0.282602
0.437918 0.282622 0.282623
0.437976 0.282643 0.282644
0.438033 0.282664 0.282665
0.43809 0.282685 0.282685
0.438148 0.282705 0.282706
0.438205 0.282726 0.282727
0.438262 0.282747 0.282748
0.43832 0.282768 0.282769
0.438377 0.282788 0.282789
0.438435 0.282809 0.28281
0.438492 0.28283 0.282831
0.438549 0.282851 0.282852
0.438607 0.282872 0.282873
0.438664 0.282892 0.282893
0.438721 0.282913 0.282914
0.438779 0.282934 0.282935
0.438836 0.282955 0.282956
0.438893 0.282975 0.282976
0.438951 0.282996 0.282997
0.439008 0.283017 0.283018
0.439066 0.283038 0.283039
0.439123 0.283058 0.283059
0.43918 0.283079 0.28308
0.439238 0.2831 0.283101
0.439295 0.283121 0.283122
0.439352 0.283141 0.283142
0.43941 0.283162 0.283163
0.439467 0.283183 0.283184
0.439525 0.283204 0.283204
0.439582 0.283224 0.283225
0.439639 0.283245 0.283246
0.439697 0.283266 0.283267
0.439754 0.283286 0.283287
0.439812 0.283307 0.283308
0.439869 0.283328 0.283329
0.439927 0.283349 0.28335
0.439984 0.283369 0.28337
0.440041 0.28339 0.283391
0.440099 0.283411 0.283412
0.440156 0.283431 0.283432
0.440214 0.283452 0.283453
0.440271 0.283473 0.283474
0.440328 0.283493 0.283494
0.440386 0.283514 0.283515
0.440443 0.283535 0.283536
0.440501 0.283556 0.283557
0.440558 0.283576 0.283577
0.440616 0.283597 0.283598
0.440673 0.283618 0.283619
0.440731 0.283638 0.283639
0.440788 0.283659 0.28366
0.440845 0.28368 0.283681
0.440903 0.2837 0.283701
0.44096 0.283721 0.283722
0.441018 0.283742 0.283743
0.441075 0.283762 0.283763
0.441133 0.283783 0.283784
0.44119 0.283804 0.283805
0.441248 0.283824 0.283825
0.441305 0.283845 0.283846
0.441363 0.283866 0.283867
0.44142 0.283886 0.283887
0.441478 0.283907 0.283908
0.441535 0.283928 0.283928
0.441593 0.283948 0.283949
0.44165 0.283969 0.28397
0.441707 0.283989 0.28399
0.441765 0.28401 0.284011
0.441822 0.284031 0.284032
0.44188 0.284051 0.284052
0.441937 0.284072 0.284073
0.441995 0.284093 0.284094
0.442052 0.284113 0.284114
0.44211 0.284134 0.284135
0.442167 0.284154 0.284155
0.442225 0.284175 0.284176
0.442282 0.284196 0.284197
0.44234 0.284216 0.284217
0.442398 0.284237 0.284238
0.442455 0.284257 0.284258
0.442513 0.284278 0.284279
0.44257 0.284299 0.2843
0.442628 0.284319 0.28432
0.442685 0.28434 0.284341
0.442743 0.28436 0.284361
0.4428 0.284381 0.284382
0.442858 0.284402 0.284403
0.442915 0.284422 0.284423
0.442973 0.284443 0.284444
0.44303 0.284463 0.284464
0.443088 0.284484 0.284485
0.443145 0.284505 0.284505
0.443203 0.284525 0.284526
0.443261 0.284546 0.284547
0.443318 0.284566 0.284567
0.443376 0.284587 0.284588
0.443433 0.284607 0.284608
0.443491 0.284628 0.284629
0.443548 0.284648 0.284649
0.443606 0.284669 0.28467
0.443663 0.28469 0.284691
0.443721 0.28471 0.284711
0.443779 0.284731 0.284732
0.443836 0.284751 0.284752
0.443894 0.284772 0.284773
0.443951 0.284792 0.284793
0.444009 0.284813 0.284814
0.444066 0.284833 0.284834
0.444124 0.284854 0.284855
0.444182 0.284874 0.284875
0.444239 0.284895 0.284896
0.444297 0.284915 0.284916
0.444354 0.284936 0.284937
0.444412 0.284957 0.284958
0.44447 0.284977 0.284978
0.444527 0.284998 0.284999
0.444585 0.285018 0.285019
0.444642 0.285039 0.28504
0.4447 0.285059 0.28506
0.444758 0.28508 0.285081
0.444815 0.2851 0.285101
0.444873 0.285121 0.285122
0.44493 0.285141 0.285142
0.444988 0.285162 0.285163
0.445046 0.285182 0.285183
0.445103 0.285203 0.285204
0.445161 0.285223 0.285224
0.445219 0.285244 0.285245
0.445276 0.285264 0.285265
0.445334 0.285285 0.285285
0.445392 0.285305 0.285306
0.445449 0.285325 0.285326
0.445507 0.285346 0.285347
0.445564 0.285366 0.285367
0.445622 0.285387 0.285388
0.44568 0.285407 0.285408
0.445737 0.285428 0.285429
0.445795 0.285448 0.285449
0.445853 0.285469 0.28547
0.44591 0.285489 0.28549
0.445968 0.28551 0.285511
0.446026 0.28553 0.285531
0.446083 0.285551 0.285552
0.446141 0.285571 0.285572
0.446199 0.285591 0.285592
0.446256 0.285612 0.285613
0.446314 0.285632 0.285633
0.446372 0.285653 0.285654
0.446429 0.285673 0.285674
0.446487 0.285694 0.285695
0.446545 0.285714 0.285715
0.446602 0.285734 0.285735
0.44666 0.285755 0.285756
0.446718 0.285775 0.285776
0.446776 0.285796 0.285797
0.446833 0.285816 0.285817
0.446891 0.285837 0.285838
0.446949 0.285857 0.285858
0.447006 0.285877 0.285878
0.447064 0.285898 0.285899
0.447122 0.285918 0.285919
0.447179 0.285939 0.28594
0.447237 0.285959 0.28596
0.447295 0.285979 0.28598
0.447353 0.286 0.286001
0.44741 0.28602 0.286021
0.447468 0.286041 0.286042
0.447526 0.286061 0.286062
0.447584 0.286081 0.286082
0.447641 0.286102 0.286103
0.447699 0.286122 0.286123
0.447757 0.286142 0.286143
0.447814 0.286163 0.286164
0.447872 0.286183 0.286184
0.44793 0.286204 0.286205
0.447988 0.286224 0.286225
0.448045 0.286244 0.286245
0.448103 0.286265 0.286266
0.448161 0.286285 0.286286
0.448219 0.286305 0.286306
0.448276 0.286326 0.286327
0.448334 0.286346 0.286347
0.448392 0.286366 0.286367
0.44845 0.286387 0.286388
0.448508 0.286407 0.286408
0.448565 0.286428 0.286429
0.448623 0.286448 0.286449
0.448681 0.286468 0.286469
0.448739 0.286489 0.28649
0.448796 0.286509 0.28651
0.448854 0.286529 0.28653
0.448912 0.28655 0.286551
0.44897 0.28657 0.286571
0.449028 0.28659 0.286591
0.449085 0.28661 0.286611
0.449143 0.286631 0.286632
0.449201 0.286651 0.286652
0.449259 0.286671 0.286672
0.449317 0.286692 0.286693
0.449374 0.286712 0.286713
0.449432 0.286732 0.286733
0.44949 0.286753 0.286754
0.449548 0.286773 0.286774
0.449606 0.286793 0.286794
0.449663 0.286814 0.286815
0.449721 0.286834 0.286835
0.449779 0.286854 0.286855
0.449837 0.286874 0.286875
0.449895 0.286895 0.286896
0.449953 0.286915 0.286916
0.45001 0.286935 0.286936
0.450068 0.286956 0.286957
0.450126 0.286976 0.286977
0.450184 0.286996 0.286997
0.450242 0.287016 0.287017
0.4503 0.287037 0.287038
0.450357 0.287057 0.287058
0.450415 0.287077 0.287078
0.450473 0.287097 0.287098
0.450531 0.287118 0.287119
0.450589 0.287138 0.287139
0.450647 0.287158 0.287159
0.450705 0.287178 0.287179
0.450762 0.287199 0.2872
0.45082 0.287219 0.28722
0.450878 0.287239 0.28724
0.450936 0.287259 0.28726
0.450994 0.28728 0.287281
0.451052 0.2873 0.287301
0.45111 0.28732 0.287321
0.451167 0.28734 0.287341
0.451225 0.287361 0.287362
0.451283 0.287381 0.287382
0.451341 0.287401 0.287402
0.451399 0.287421 0.287422
0.451457 0.287442 0.287443
0.451515 0.287462 0.287463
0.451573 0.287482 0.287483
0.451631 0.287502 0.287503
0.451688 0.287522 0.287523
0.451746 0.287543 0.287544
0.451804 0.287563 0.287564
0.451862 0.287583 0.287584
0.45192 0.287603 0.287604
0.451978 0.287623 0.287624
0.452036 0.287644 0.287645
0.452094 0.287664 0.287665
0.452152 0.287684 0.287685
0.45221 0.287704 0.287705
0.452268 0.287724 0.287725
0.452326 0.287745 0.287746
0.452383 0.287765 0.287766
0.452441 0.287785 0.287786
0.452499 0.287805 0.287806
0.452557 0.287825 0.287826
0.452615 0.287845 0.287846
0.452673 0.287866 0.287867
0.452731 0.287886 0.287887
0.452789 0.287906 0.287907
0.452847 0.287926 0.287927
0.452905 0.287946 0.287947
0.452963 0.287966 0.287967
0.453021 0.287987 0.287988
0.453079 0.288007 0.288008
0.453137 0.288027 0.288028
0.453195 0.288047 0.288048
0.453253 0.288067 0.288068
0.453311 0.288087 0.288088
0.453369 0.288107 0.288108
0.453427 0.288128 0.288129
0.453485 0.288148 0.288149
0.453543 0.288168 0.288169
0.453601 0.288188 0.288189
0.453659 0.288208 0.288209
0.453717 0.288228 0.288229
0.453775 0.288248 0.288249
0.453833 0.288268 0.288269
0.453891 0.288289 0.28829
0.453949 0.288309 0.28831
0.454007 0.288329 0.28833
0.454065 0.288349 0.28835
0.454123 0.288369 0.28837
0.454181 0.288389 0.28839
0.454239 0.288409 0.28841
0.454297 0.288429 0.28843
0.454355 0.288449 0.28845
0.454413 0.28847 0.288471
0.454471 0.28849 0.288491
0.454529 0.28851 0.288511
0.454587 0.28853 0.288531
0.454645 0.28855 0.288551
0.454703 0.28857 0.288571
0.454761 0.28859 0.288591
0.454819 0.28861 0.288611
0.454877 0.28863 0.288631
0.454935 0.28865 0.288651
0.454993 0.28867 0.288671
0.455051 0.28869 0.288691
0.455109 0.28871 0.288711
0.455167 0.288731 0.288732
0.455225 0.288751 0.288752
0.455283 0.288771 0.288772
0.455341 0.288791 0.288792
0.455399 0.288811 0.288812
0.455457 0.288831 0.288832
0.455515 0.288851 0.288852
0.455573 0.288871 0.288872
0.455631 0.288891 0.288892
0.45569 0.288911 0.288912
0.455748 0.288931 0.288932
0.455806 0.288951 0.288952
0.455864 0.288971 0.288972
0.455922 0.288991 0.288992
0.45598 0.289011 0.289012
0.456038 0.289031 0.289032
0.456096 0.289051 0.289052
0.456154 0.289071 0.289072
0.456212 0.289091 0.289092
0.45627 0.289111 0.289112
0.456328 0.289131 0.289132
0.456387 0.289151 0.289152
0.456445 0.289171 0.289172
0.456503 0.289191 0.289192
0.456561 0.289211 0.289212
0.456619 0.289231 0.289232
0.456677 0.289251 0.289252
0.456735 0.289271 0.289272
0.456793 0.289291 0.289292
0.456851 0.289311 0.289312
0.45691 0.289331 0.289332
0.456968 0.289351 0.289352
0.457026 0.289371 0.289372
0.457084 0.289391 0.289392
0.457142 0.289411 0.289412
0.4572 0.289431 0.289432
0.457258 0.289451 0.289452
0.457317 0.289471 0.289472
0.457375 0.289491 0.289492
0.457433 0.289511 0.289512
0.457491 0.289531 0.289532
0.457549 0.289551 0.289552
0.457607 0.289571 0.289572
0.457665 0.289591 0.289592
0.457724 0.289611 0.289612
0.457782 0.289631 0.289632
0.45784 0.289651 0.289652
0.457898 0.289671 0.289672
0.457956 0.289691 0.289692
0.458014 0.289711 0.289712
0.458073 0.289731 0.289732
0.458131 0.289751 0.289752
0.458189 0.28977 0.289771
0.458247 0.28979 0.289791
0.458305 0.28981 0.289811
0.458363 0.28983 0.289831
0.458422 0.28985 0.289851
0.45848 0.28987 0.289871
0.458538 0.28989 0.289891
0.458596 0.28991 0.289911
0.458654 0.28993 0.289931
0.458713 0.28995 0.289951
0.458771 0.28997 0.289971
0.458829 0.28999 0.289991
0.458887 0.290009 0.290011
0.458945 0.290029 0.29003
0.459004 0.290049 0.29005
0.459062 0.290069 0.29007
0.45912 0.290089 0.29009
0.459178 0.290109 0.29011
0.459236 0.290129 0.29013
0.459295 0.290149 0.29015
0.459353 0.290169 0.29017
0.459411 0.290189 0.29019
0.459469 0.290208 0.290209
0.459528 0.290228 0.290229
0.459586 0.290248 0.290249
0.459644 0.290268 0.290269
0.459702 0.290288 0.290289
0.459761 0.290308 0.290309
0.459819 0.290328 0.290329
0.459877 0.290348 0.290349
0.459935 0.290367 0.290368
0.459994 0.290387 0.290388
0.460052 0.290407 0.290408
0.46011 0.290427 0.290428
0.460168 0.290447 0.290448
0.460227 0.290467 0.290468
0.460285 0.290487 0.290488
0.460343 0.290506 0.290507
0.460401 0.290526 0.290527
0.46046 0.290546 0.290547
0.460518 0.290566 0.290567
0.460576 0.290586 0.290587
0.460635 0.290606 0.290607
